#Organism Name,Organism Groups,Strain,BioSample,BioProject,Assembly,Level,Size(Mb),GC%,Replicons,WGS,Scaffolds,CDS,Release Date,GenBank FTP,RefSeq FTP
Bacillus subtilis,Bacteria;Terrabacteria group;Firmicutes,A10,SAMN14911298,PRJNA632537,GCA_021498185.1, Chromosome,4.13802,43.4,chromosome:NZ_CP054050.1/CP054050.1,,1,4168,2022-01-18T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/498/185/GCA_021498185.1_ASM2149818v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/498/185/GCF_021498185.1_ASM2149818v1
Bacillus subtilis,Bacteria;Terrabacteria group;Firmicutes,NRS6107,SAMEA8103429,PRJEB43128,GCA_905311405.1,Contig,4.13802,43.7,,CAJNPX01,67,4176,2021-05-07T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/905/311/405/GCA_905311405.1_NRS6107,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/905/311/405/GCF_905311405.1_NRS6107
Bacillus subtilis,Bacteria;Terrabacteria group;Firmicutes,SRCM103773,SAMN10790879,PRJNA516539,GCA_004119675.1,Complete,4.13745,43.4264,chromosome:NZ_CP035397.1/CP035397.1; plasmid unnamed1:NZ_CP035398.1/CP035398.1,,2,4181,2019-01-30T00:00:00Z,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/119/675/GCF_004119675.1_ASM411967v1
Bacillus subtilis,Bacteria;Terrabacteria group;Firmicutes,PS-209,SAMN08637094,PRJNA437002,GCA_019583555.1,Scaffold,4.13737,43.6,,VBRP01,75,3982,2021-08-12T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/583/555/GCA_019583555.1_ASM1958355v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/583/555/GCF_019583555.1_ASM1958355v1
Bacillus subtilis,Bacteria;Terrabacteria group;Firmicutes,SRCM104005,SAMN10742282,PRJNA515113,GCA_004101425.1,Complete,4.13611,43.8,chromosome:NZ_CP035164.1/CP035164.1,,1,4062,2019-01-22T00:00:00Z,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/101/425/GCF_004101425.1_ASM410142v1
Bacillus subtilis,Bacteria;Terrabacteria group;Firmicutes,NRS6185,SAMEA8103451,PRJEB43128,GCA_905319145.1,Contig,4.13591,43.5,,CAJNQS01,38,4246,2021-05-07T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/905/319/145/GCA_905319145.1_NRS6185,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/905/319/145/GCF_905319145.1_NRS6185
Bacillus subtilis,Bacteria;Terrabacteria group;Firmicutes,UV3-94,SAMN30864133,PRJNA873215,GCA_025367495.1,Contig,4.13521,43.4,,JAODHI01,19,4229,2022-09-21T00:00:00Z,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/367/495/GCF_025367495.1_ASM2536749v1
Bacillus subtilis,Bacteria;Terrabacteria group;Firmicutes,UV3-144,SAMN30864131,PRJNA873215,GCA_025367415.1,Contig,4.13487,43.4,,JAODHH01,21,4226,2022-09-21T00:00:00Z,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/367/415/GCF_025367415.1_ASM2536741v1
Bacillus subtilis,Bacteria;Terrabacteria group;Firmicutes,PT-9,SAMN06368306,PRJNA375962,GCA_002153395.1,Scaffold,4.13481,44,,MVPW01,98,3890,2017-05-19T00:00:00Z,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/153/395/GCF_002153395.1_ASM215339v1
Bacillus subtilis,Bacteria;Terrabacteria group;Firmicutes,DS6_4,SAMN06464104,PRJNA336518,GCA_018603715.1,Contig,4.1348,43.6,,JAHFZV01,142,4130,2021-05-31T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/603/715/GCA_018603715.1_ASM1860371v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/603/715/GCF_018603715.1_ASM1860371v1
Bacillus subtilis,Bacteria;Terrabacteria group;Firmicutes,EVCu15,SAMN23768503,PRJNA787060,GCA_021555035.1,Contig,4.13423,43.4,,JAJQVS01,33,4060,2022-01-23T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/555/035/GCA_021555035.1_ASM2155503v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/555/035/GCF_021555035.1_ASM2155503v1
Bacillus subtilis,Bacteria;Terrabacteria group;Firmicutes,SRCM103571,SAMN10754256,PRJNA515369,GCA_004103595.1,Complete,4.13368,43.8,chromosome:NZ_CP035231.1/CP035231.1,,1,4076,2019-01-23T00:00:00Z,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/103/595/GCF_004103595.1_ASM410359v1
Bacillus subtilis,Bacteria;Terrabacteria group;Firmicutes,SRCM103862,SAMN10742270,PRJNA515102,GCA_004101345.1,Complete,4.13321,43.8,chromosome:NZ_CP035161.1/CP035161.1,,1,4075,2019-01-22T00:00:00Z,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/101/345/GCF_004101345.1_ASM410134v1
Bacillus subtilis,Bacteria;Terrabacteria group;Firmicutes,DBS-15(rho11),SAMN16794163,PRJNA678363,GCA_015645605.1,Contig,4.13028,43.5,,JADOXP01,24,4114,2020-11-22T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/645/605/GCA_015645605.1_ASM1564560v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/645/605/GCF_015645605.1_ASM1564560v1
Bacillus subtilis,Bacteria;Terrabacteria group;Firmicutes,SRCM101280,SAMN05162512,PRJNA321942,GCA_001662955.1,Contig,4.13022,43.5,,LYUI01,22,4123,2016-06-15T00:00:00Z,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/662/955/GCF_001662955.1_ASM166295v1
Bacillus subtilis,Bacteria;Terrabacteria group;Firmicutes,SRCM103629,SAMN10797245,PRJNA516729,GCA_004119815.1,Complete,4.12986,43.8,chromosome:NZ_CP035413.1/CP035413.1,,1,4075,2019-01-30T00:00:00Z,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/119/815/GCF_004119815.1_ASM411981v1
Bacillus subtilis,Bacteria;Terrabacteria group;Firmicutes,B4071,SAMN03174421,PRJNA266797,GCA_000830695.1,Scaffold,4.12821,43.2,,JXHN01,74,4172,2015-02-02T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/830/695/GCA_000830695.1_ASM83069v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/830/695/GCF_000830695.1_ASM83069v1
Bacillus subtilis,Bacteria;Terrabacteria group;Firmicutes,ms-2,SAMN12669139,PRJNA563138,GCA_008831405.1,Complete,4.12671,43.8,chromosome:NZ_CP044498.1/CP044498.1,,1,4055,2019-10-07T00:00:00Z,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/831/405/GCF_008831405.1_ASM883140v1
Bacillus subtilis,Bacteria;Terrabacteria group;Firmicutes,SRCM103581,SAMN10790882,PRJNA516541,GCA_004119655.1,Complete,4.12633,43.5,chromosome:NZ_CP035403.1/CP035403.1,,1,4003,2019-01-30T00:00:00Z,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/119/655/GCF_004119655.1_ASM411965v1
Bacillus subtilis,Bacteria;Terrabacteria group;Firmicutes,SRCM117508,SAMN30470963,PRJNA872819,GCA_024800645.1,Complete,4.12582,43.4,chromosome:NZ_CP103352.1/CP103352.1,,1,4038,2022-08-31T00:00:00Z,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/800/645/GCF_024800645.1_ASM2480064v1
Bacillus subtilis,Bacteria;Terrabacteria group;Firmicutes,M3,SAMN22603050,PRJNA775613,GCA_020859605.1,Scaffold,4.12556,43.6,,JAJHUI01,20,4143,2021-11-13T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/859/605/GCA_020859605.1_ASM2085960v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/859/605/GCF_020859605.1_ASM2085960v1
Bacillus subtilis subsp. natto,Bacteria;Terrabacteria group;Firmicutes,SCP010-1,SAMN22417850,PRJNA772879,GCA_020773035.1,Complete,4.12535,43.5,chromosome:NZ_CP086007.1/CP086007.1,,1,4056,2021-11-06T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/773/035/GCA_020773035.1_ASM2077303v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/773/035/GCF_020773035.1_ASM2077303v1
Bacillus subtilis,Bacteria;Terrabacteria group;Firmicutes,EH2,SAMN10375217,PRJNA503984,GCA_003833205.1,Contig,4.12514,43.5,,RPHG01,23,4130,2018-11-26T00:00:00Z,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/833/205/GCF_003833205.1_ASM383320v1
Bacillus subtilis subsp. subtilis,Bacteria;Terrabacteria group;Firmicutes,MBF10_19J,SAMN18644984,PRJNA720287,GCA_017901775.1,Contig,4.12454,43.4,,JAGMTL01,2,3890,2021-04-12T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/901/775/GCA_017901775.1_ASM1790177v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/901/775/GCF_017901775.1_ASM1790177v1
Bacillus subtilis,Bacteria;Terrabacteria group;Firmicutes,MER TA 137-5,SAMN27922026,PRJNA832800,GCA_023713435.1,Contig,4.12412,43.4,,JAMAWI01,156,4147,2022-06-13T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/713/435/GCA_023713435.1_ASM2371343v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/713/435/GCF_023713435.1_ASM2371343v1
Bacillus subtilis,Bacteria;Terrabacteria group;Firmicutes,SRCM103689,SAMN10790858,PRJNA516532,GCA_004119535.1,Complete,4.12379,43.9166,chromosome:NZ_CP035391.1/CP035391.1; plasmid unnamed1:NZ_CP035392.1/CP035392.1,,2,4058,2019-01-30T00:00:00Z,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/119/535/GCF_004119535.1_ASM411953v1
Bacillus subtilis,Bacteria;Terrabacteria group;Firmicutes,G25-90,SAMN03654270,PRJNA283707,GCA_015845175.1,Scaffold,4.12328,43.5,,LDGZ01,23,4134,2020-12-08T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/845/175/GCA_015845175.1_ASM1584517v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/845/175/GCF_015845175.1_ASM1584517v1
Bacillus subtilis,Bacteria;Terrabacteria group;Firmicutes,RE1.4,SAMN04590047,PRJNA316783,GCA_001876515.1,Contig,4.12281,43.5,,LWJZ01,90,4100,2016-11-10T00:00:00Z,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/876/515/GCF_001876515.1_ASM187651v1
Bacillus subtilis,Bacteria;Terrabacteria group;Firmicutes,SEM-9,SAMN06885112,PRJNA385219,GCA_006165085.1,Complete,4.12198,43.8,chromosome:NZ_CP021123.1/CP021123.1,,1,4066,2019-06-10T00:00:00Z,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/165/085/GCF_006165085.1_ASM616508v1
Bacillus subtilis subsp. subtilis,Bacteria;Terrabacteria group;Firmicutes,BTS-3,SAMN13476497,PRJNA593387,GCA_011317145.1,Contig,4.12194,43.5,,WOVJ01,47,4024,2020-03-16T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/317/145/GCA_011317145.1_ASM1131714v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/317/145/GCF_011317145.1_ASM1131714v1
Bacillus subtilis,Bacteria;Terrabacteria group;Firmicutes,QB61,SAMN09212889,PRJNA471598,GCA_003148355.2,Complete,4.12038,43.7,chromosome:NZ_CP029461.1/CP029461.2,,1,4040,2018-05-23T00:00:00Z,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/148/355/GCF_003148355.1_ASM314835v2
Bacillus subtilis,Bacteria;Terrabacteria group;Firmicutes,NRS6194,SAMEA8103455,PRJEB43128,GCA_905319555.1,Contig,4.12008,43.8,,CAJNQW01,128,4185,2021-05-07T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/905/319/555/GCA_905319555.1_NRS6194,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/905/319/555/GCF_905319555.1_NRS6194
Bacillus subtilis subsp. subtilis,Bacteria;Terrabacteria group;Firmicutes,ALBA01,SAMN04594889,PRJNA316980,GCA_001625135.1,Contig,4.11957,43.7,,LVYH01,28,4099,2016-04-20T00:00:00Z,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/625/135/GCF_001625135.1_ASM162513v1
Bacillus subtilis,Bacteria;Terrabacteria group;Firmicutes,TV1,SAMN08131302,PRJNA421079,GCA_010912695.1,Contig,4.11948,43.5,,QXVY01,44,4020,2020-02-21T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/912/695/GCA_010912695.1_ASM1091269v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/912/695/GCF_010912695.1_ASM1091269v1
Bacillus subtilis,Bacteria;Terrabacteria group;Firmicutes,STRP31,SAMN14558910,PRJNA623850,GCA_012935335.1,Contig,4.11946,43.6,,JABBYF01,19,4039,2020-04-30T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/935/335/GCA_012935335.1_ASM1293533v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/935/335/GCF_012935335.1_ASM1293533v1
Bacillus subtilis,Bacteria;Terrabacteria group;Firmicutes,GOT9,SAMN13715497,PRJNA598770,GCA_009857115.1,Complete,4.1192,43.8,chromosome:NZ_CP047325.1/CP047325.1,,1,4077,2020-01-12T00:00:00Z,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/857/115/GCF_009857115.1_ASM985711v1
Bacillus subtilis subsp. natto,Bacteria;Terrabacteria group;Firmicutes,BGSC 27E1,SAMN29939556,PRJNA607328,GCA_024508195.1,Complete,4.11897,43.5,chromosome:NZ_CP101932.1/CP101932.1,,1,4050,2022-08-03T00:00:00Z,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/508/195/GCF_024508195.1_ASM2450819v1
Bacillus subtilis,Bacteria;Terrabacteria group;Firmicutes,MB418,SAMN04932709,PRJNA320353,GCA_001660605.1,Contig,4.11893,43.6,,LYDW01,288,4126,2016-06-09T00:00:00Z,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/660/605/GCF_001660605.1_ASM166060v1
Bacillus subtilis,Bacteria;Terrabacteria group;Firmicutes,G25-83,SAMN02797764,PRJNA248325,GCA_015776795.1,Contig,4.11864,43.5,,JNCJ01,7,4132,2020-12-07T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/776/795/GCA_015776795.1_ASM1577679v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/776/795/GCF_015776795.1_ASM1577679v1
Bacillus subtilis,Bacteria;Terrabacteria group;Firmicutes,J-5,SAMN05912821,PRJNA341928,GCA_001889385.1,Complete,4.1179,46.1,chromosome:NZ_CP018295.1/CP018295.1,,1,3918,2016-12-06T00:00:00Z,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/889/385/GCF_001889385.1_ASM188938v1
Bacillus subtilis,Bacteria;Terrabacteria group;Firmicutes,JRS7,SAMEA3484406,PRJEB9876,GCA_001286765.1,Contig,4.11677,43.8,,CYHO01,211,3996,2015-08-27T00:00:00Z,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/286/765/GCF_001286765.1_Bacillus_JRS7
Bacillus subtilis,Bacteria;Terrabacteria group;Firmicutes,JS12,SAMN15395878,PRJNA642680,GCA_022097155.1,Contig,4.11503,43.4,,JACAAP01,2,3956,2022-02-08T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/097/155/GCA_022097155.1_ASM2209715v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/097/155/GCF_022097155.1_ASM2209715v1
Bacillus subtilis,Bacteria;Terrabacteria group;Firmicutes,SRCM103923,SAMN10742280,PRJNA515110,GCA_004101405.1,Complete,4.11381,43.8,chromosome:NZ_CP035163.1/CP035163.1,,1,4020,2019-01-22T00:00:00Z,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/101/405/GCF_004101405.1_ASM410140v1
Bacillus subtilis,Bacteria;Terrabacteria group;Firmicutes,BJQ0005,SAMN13781157,PRJNA600041,GCA_009884005.1,Complete,4.1125,43.8,chromosome:NZ_CP047485.1/CP047485.1,,1,4062,2020-01-15T00:00:00Z,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/884/005/GCF_009884005.1_ASM988400v1
Bacillus subtilis,Bacteria;Terrabacteria group;Firmicutes,SRCM103971,SAMN10742484,PRJNA515116,GCA_004101465.1,Complete,4.11135,43.8,chromosome:NZ_CP035166.1/CP035166.1,,1,4058,2019-01-22T00:00:00Z,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/101/465/GCF_004101465.1_ASM410146v1
Bacillus subtilis subsp. natto BEST195,Bacteria;Terrabacteria group;Firmicutes,BEST195,SAMD00016353,PRJDA38027,GCA_000209795.2,Complete,4.11122,43.4962,chromosome:NC_017196.2/AP011541.2; plasmid pBEST195S:NC_017194.1/AP011542.1,,2,4037,2010-03-25T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/209/795/GCA_000209795.2_ASM20979v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/209/795/GCF_000209795.2_ASM20979v2
Bacillus subtilis subsp. subtilis,Bacteria;Terrabacteria group;Firmicutes,Miz-8,SAMN19667020,PRJNA736843,GCA_018986855.1,Complete,4.1111,43.4962,chromosome:NZ_CP076731.1/CP076731.1; plasmid unnamed:NZ_CP076732.1/CP076732.1,,2,4028,2021-06-22T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/986/855/GCA_018986855.1_ASM1898685v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/986/855/GCF_018986855.1_ASM1898685v1
Bacillus subtilis,Bacteria;Terrabacteria group;Firmicutes,SRCM103641,SAMN10790856,PRJNA516530,GCA_004119555.1,Complete,4.1104,43.7,chromosome:NZ_CP035390.1/CP035390.1,,1,4135,2019-01-30T00:00:00Z,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/119/555/GCF_004119555.1_ASM411955v1
Bacillus subtilis,Bacteria;Terrabacteria group;Firmicutes,ATCC 11774,SAMN07460133,PRJNA397501,GCA_004101945.1,Complete,4.11014,43.5,chromosome:NZ_CP026010.1/CP026010.1,,1,4061,2019-01-22T00:00:00Z,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/101/945/GCF_004101945.1_ASM410194v1
Bacillus subtilis subsp. subtilis,Bacteria;Terrabacteria group;Firmicutes,SBE1,SAMN09644090,PRJNA480737,GCA_003339745.1,Contig,4.10851,43.4,,QPGT01,13,4210,2018-07-25T00:00:00Z,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/339/745/GCF_003339745.1_ASM333974v1
Bacillus subtilis,Bacteria;Terrabacteria group;Firmicutes,MJ01,SAMN05231882,PRJNA326460,GCA_001889625.1,Complete,4.10829,43.9,chromosome:NZ_CP018173.1/CP018173.1,,1,3986,2016-12-06T00:00:00Z,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/889/625/GCF_001889625.1_ASM188962v1
Bacillus subtilis subsp. subtilis,Bacteria;Terrabacteria group;Firmicutes,ps4100,SAMN19459936,PRJNA733820,GCA_024585045.1,Complete,4.10634,43.8,chromosome:NZ_CP076445.1/CP076445.1,,1,4023,2022-08-08T00:00:00Z,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/585/045/GCF_024585045.1_ASM2458504v1
Bacillus subtilis E1,Bacteria;Terrabacteria group;Firmicutes,E1,SAMEA3139064,PRJEB1410,GCA_000724125.1,Contig,4.10625,43.6,,CAUC01,16,4094,2014-06-25T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/724/125/GCA_000724125.1_BSUBE1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/724/125/GCF_000724125.1_BSUBE1
Bacillus subtilis,Bacteria;Terrabacteria group;Firmicutes,TR21,SAMN13503695,PRJNA594094,GCA_015535655.1,Complete,4.10586,43.8,chromosome:NZ_CP046592.1/CP046592.1,,1,4045,2020-11-17T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/535/655/GCA_015535655.1_ASM1553565v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/535/655/GCF_015535655.1_ASM1553565v1
Bacillus subtilis,Bacteria;Terrabacteria group;Firmicutes,MB9_B4,SAMN13190554,PRJNA587401,GCA_009662155.1,Complete,4.10541,43.8,chromosome:NZ_CP045819.1/CP045819.1,,1,4028,2019-11-14T00:00:00Z,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/662/155/GCF_009662155.1_ASM966215v1
Bacillus subtilis,Bacteria;Terrabacteria group;Firmicutes,SRCM104011,SAMN10743314,PRJNA515144,GCA_004101565.1,Complete,4.10512,43.7671,chromosome:NZ_CP035191.1/CP035191.1; plasmid unnamed1:NZ_CP035192.1/CP035192.1,,2,3993,2019-01-22T00:00:00Z,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/101/565/GCF_004101565.1_ASM410156v1
Bacillus subtilis,Bacteria;Terrabacteria group;Firmicutes,B4143,SAMN03282622,PRJNA266797,GCA_000832195.1,Scaffold,4.10453,43.7,,JXLQ01,17,4092,2015-02-04T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/832/195/GCA_000832195.1_ASM83219v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/832/195/GCF_000832195.1_ASM83219v1
Bacillus subtilis J23,Bacteria;Terrabacteria group;Firmicutes,J23,SAMN02744107,PRJNA202331,GCA_007829355.1,Scaffold,4.10354,43.5,,VLJH01,14,4062,2019-08-02T00:00:00Z,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/829/355/GCF_007829355.1_ASM782935v1
Bacillus subtilis,Bacteria;Terrabacteria group;Firmicutes,P5_B2,SAMN13190558,PRJNA587401,GCA_009662335.1,Complete,4.10332,43.6,chromosome:NZ_CP045816.1/CP045816.1,,1,4150,2019-11-14T00:00:00Z,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/662/335/GCF_009662335.1_ASM966233v1
Bacillus subtilis,Bacteria;Terrabacteria group;Firmicutes,PMB102,SAMN06706665,PRJNA598403,GCA_018141065.1, Chromosome,4.10309,43.9,chromosome:NZ_CP047645.1/CP047645.1,,1,3956,2021-04-27T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/141/065/GCA_018141065.1_ASM1814106v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/141/065/GCF_018141065.1_ASM1814106v1
Bacillus subtilis,Bacteria;Terrabacteria group;Firmicutes,SRCM102745,SAMN08707588,PRJNA438180,GCA_009913395.1,Complete,4.1026,43.8,chromosome:NZ_CP028209.1/CP028209.1,,1,4018,2020-01-22T00:00:00Z,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/913/395/GCF_009913395.1_ASM991339v1
Bacillus subtilis,Bacteria;Terrabacteria group;Firmicutes,JCL16,SAMN15069579,PRJNA635218,GCA_013285325.1,Complete,4.10168,43.8,chromosome:NZ_CP054177.1/CP054177.1,,1,3988,2020-06-08T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/285/325/GCA_013285325.1_ASM1328532v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/285/325/GCF_013285325.1_ASM1328532v1
Bacillus subtilis,Bacteria;Terrabacteria group;Firmicutes,179-I 7B1 HS,SAMN19102938,PRJNA728748,GCA_019037315.1,Contig,4.10102,43.5,,JAHHXS01,12,4005,2021-06-25T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/037/315/GCA_019037315.1_ASM1903731v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/037/315/GCF_019037315.1_ASM1903731v1
Bacillus subtilis,Bacteria;Terrabacteria group;Firmicutes,RI4914,SAMN14583726,PRJNA624781,GCA_012534935.1,Complete,4.10093,43.5,chromosome:CP051306.1,,1,3732,2020-04-20T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/534/935/GCA_012534935.1_ASM1253493v1,
Bacillus subtilis,Bacteria;Terrabacteria group;Firmicutes,PS-18,SAMN08637082,PRJNA437002,GCA_018122435.1,Scaffold,4.09975,43.7,,VBRM01,61,4052,2021-04-21T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/122/435/GCA_018122435.1_ASM1812243v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/122/435/GCF_018122435.1_ASM1812243v1
Bacillus subtilis,Bacteria;Terrabacteria group;Firmicutes,LK22,SAMN03751781,PRJNA277415,GCA_001043765.1,Contig,4.09923,43.7,,LDUW01,36,4116,2015-06-30T00:00:00Z,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/043/765/GCF_001043765.1_ASM104376v1
Bacillus subtilis,Bacteria;Terrabacteria group;Firmicutes,MBGLi51,SAMN08335843,PRJNA429512,GCA_002915255.1,Contig,4.09715,44.4,,PQCM01,249,4044,2018-02-03T00:00:00Z,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/915/255/GCF_002915255.1_ASM291525v1
Bacillus subtilis,Bacteria;Terrabacteria group;Firmicutes,G11,SAMN09521649,PRJNA478692,GCA_014046405.1,Contig,4.09518,43.6,,QOQS01,19,3978,2020-08-03T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/046/405/GCA_014046405.1_ASM1404640v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/046/405/GCF_014046405.1_ASM1404640v1
Bacillus subtilis,Bacteria;Terrabacteria group;Firmicutes,G25-61,SAMN03654031,PRJNA283682,GCA_015844635.1,Scaffold,4.09498,43.7,,LDGB01,20,3913,2020-12-08T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/844/635/GCA_015844635.1_ASM1584463v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/844/635/GCF_015844635.1_ASM1584463v1
Bacillus subtilis,Bacteria;Terrabacteria group;Firmicutes,LjM2,SAMN29620937,PRJNA796441,GCA_024972835.1,Complete,4.09441,43.8,chromosome:NZ_CP101290.1/CP101290.1,,1,4024,2022-09-06T00:00:00Z,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/972/835/GCF_024972835.1_ASM2497283v1
