#Organism Name,Organism Groups,Strain,BioSample,BioProject,Assembly,Level,Size(Mb),GC%,Replicons,WGS,Scaffolds,CDS,Release Date,GenBank FTP,RefSeq FTP
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","CFSAN045866","SAMN04599969","PRJNA304956","GCA_002527105.1","Scaffold",2.98232,37.8,,"NXWW01",36,2942,"2017-10-04T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/527/105/GCF_002527105.1_ASM252710v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","BCW_4293","SAMN03358021","PRJNA203445","GCA_001827305.1","Scaffold",3.01116,37.8,,"MJQH01",26,2950,"2016-09-29T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/827/305/GCF_001827305.1_ASM182730v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","NRRL B-33578","SAMN03277693","PRJNA203445","GCA_001760765.1","Scaffold",3.0042,37.8,,"MKOS01",49,2980,"2016-10-12T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/760/765/GCF_001760765.1_BCW_3880"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","CFSAN045793","SAMN04599895","PRJNA304956","GCA_002528545.1","Scaffold",3.05107,37.9,,"NXZQ01",26,3018,"2017-10-04T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/528/545/GCF_002528545.1_ASM252854v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","FSL R8-7427","SAMN02741597","PRJNA245909","GCA_000728825.1","Contig",3.09482,37.7,,"JPBK01",23,3064,"2014-07-15T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/728/825/GCA_000728825.1_ASM72882v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/728/825/GCF_000728825.1_ASM72882v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","CFSAN049314","SAMN04958422","PRJNA304956","GCA_002443365.1","Scaffold",2.95316,37.9,,"NYFA01",23,2941,"2017-10-04T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/443/365/GCF_002443365.1_CFSAN049314"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","NRRL B-57115","SAMN03277811","PRJNA229903","GCA_001749945.1","Scaffold",3.06129,37.9,,"MJRB01",19,3015,"2016-09-29T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/749/945/GCF_001749945.1_ASM174994v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","UTK_C1-0018-E1","SAMN21217734","PRJNA760531","GCA_021029725.1","Contig",3.14721,37.6,,"JAIQYS01",19,3079,"2021-12-03T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/029/725/GCA_021029725.1_ASM2102972v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/029/725/GCF_021029725.1_ASM2102972v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","A505","SAMN05410783","PRJNA329415","GCA_001711035.1","Contig",2.99778,37.8,,"MDOC01",35,2958,"2016-08-24T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/711/035/GCF_001711035.1_ASM171103v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","CFSAN045794","SAMN04599896","PRJNA304956","GCA_002528515.1","Scaffold",2.94139,37.8,,"NXZP01",37,2905,"2017-10-04T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/528/515/GCF_002528515.1_ASM252851v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","2012L-5240","SAMN13941805","PRJNA590944","GCA_014526855.1","Contig",3.03989,37.8,,"JABXME01",32,2894,"2020-09-11T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/526/855/GCA_014526855.1_ASM1452685v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/526/855/GCF_014526855.1_ASM1452685v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","NRRL B-33795","SAMN03277726","PRJNA203445","GCA_001761095.1","Scaffold",2.98287,37.8,,"MKPJ01",18,2931,"2016-10-12T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/761/095/GCF_001761095.1_BCW_3897"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","LM77097","SAMEA3540899","PRJEB10799","GCA_001565775.1","Contig",3.08124,37.8,,"CYWC01",56,3063,"2016-01-29T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/565/775/GCF_001565775.1_LM77097_assembly"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","2842STDY5753893","SAMEA2383315","PRJEB4909","GCA_900034815.1","Scaffold",3.00303,37.8,,"FFGT01",14,2936,"2016-02-09T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/034/815/GCA_900034815.1_12754_5_10","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/034/815/GCF_900034815.1_12754_5_10"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","CFSAN035169","SAMN03800272","PRJNA215355","GCA_003002475.1","Scaffold",2.98975,37.9,,"PVUW01",27,2943,"2018-03-15T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/002/475/GCF_003002475.1_ASM300247v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","BCW_4781","SAMN03358320","PRJNA203445","GCA_001828055.1","Scaffold",3.02696,37.8,,"MJRX01",19,2965,"2016-09-29T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/828/055/GCF_001828055.1_ASM182805v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","ICDC-LM3072","SAMN10410880","PRJNA505124","GCA_009788755.1","Scaffold",2.92425,37.9,,"RQQL01",19,2732,"2019-12-20T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/788/755/GCF_009788755.1_ASM978875v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","335","SAMN14786544","PRJNA629756","GCA_013432875.1","Contig",2.93112,37.9,,"JABMDX01",37,2705,"2020-07-21T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/432/875/GCA_013432875.1_ASM1343287v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/432/875/GCF_013432875.1_ASM1343287v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","FSL R8-6828","SAMN02741566","PRJNA245909","GCA_000728365.1","Contig",3.10315,37.8,,"JPAF01",24,3042,"2014-07-15T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/728/365/GCA_000728365.1_ASM72836v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/728/365/GCF_000728365.1_ASM72836v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","FSL F8-0076","SAMN02741457","PRJNA245909","GCA_000725925.1","Contig",3.00211,37.8,,"JOWC01",25,2941,"2014-07-15T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/725/925/GCA_000725925.1_ASM72592v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/725/925/GCF_000725925.1_ASM72592v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","FSL F8-0081","SAMN02741458","PRJNA245909","GCA_000725985.1","Contig",3.00138,37.8,,"JOWD01",24,2941,"2014-07-15T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/725/985/GCA_000725985.1_ASM72598v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/725/985/GCF_000725985.1_ASM72598v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","FSL R8-6220","SAMN02741525","PRJNA245909","GCA_000727285.1","Contig",3.09962,37.8,,"JOYQ01",24,3040,"2014-07-15T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/727/285/GCA_000727285.1_ASM72728v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/727/285/GCF_000727285.1_ASM72728v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","FSL R8-7559","SAMN02741606","PRJNA245909","GCA_000728685.1","Contig",3.10204,37.8,,"JPBT01",25,3042,"2014-07-15T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/728/685/GCA_000728685.1_ASM72868v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/728/685/GCF_000728685.1_ASM72868v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","ScottA_variant","SAMN15580226","PRJNA647251","GCA_015910615.1","Contig",2.92324,37.9,,"JACLAK01",22,2734,"2020-12-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/910/615/GCA_015910615.1_ASM1591061v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/910/615/GCF_015910615.1_ASM1591061v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","ICDC-LM3081","SAMN10410889","PRJNA505124","GCA_009788595.1","Scaffold",2.91874,37.9,,"RQQU01",18,2731,"2019-12-20T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/788/595/GCF_009788595.1_ASM978859v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","ICDC-LM3080","SAMN10410888","PRJNA505124","GCA_009788635.1","Scaffold",2.92104,37.9,,"RQQT01",19,2731,"2019-12-20T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/788/635/GCF_009788635.1_ASM978863v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","ICDC-LM3077","SAMN10410885","PRJNA505124","GCA_009788655.1","Scaffold",2.91556,37.9,,"RQQQ01",17,2730,"2019-12-20T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/788/655/GCF_009788655.1_ASM978865v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","ICDC-LM3079","SAMN10410887","PRJNA505124","GCA_009788665.1","Scaffold",2.91993,37.9,,"RQQS01",18,2734,"2019-12-20T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/788/665/GCF_009788665.1_ASM978866v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","ICDC-LM3078","SAMN10410886","PRJNA505124","GCA_009788675.1","Scaffold",2.91932,37.9,,"RQQR01",16,2728,"2019-12-20T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/788/675/GCF_009788675.1_ASM978867v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","ICDC-LM3076","SAMN10410884","PRJNA505124","GCA_009788715.1","Scaffold",2.91969,37.9,,"RQQP01",19,2728,"2019-12-20T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/788/715/GCF_009788715.1_ASM978871v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","ICDC-LM3075","SAMN10410883","PRJNA505124","GCA_009788735.1","Scaffold",2.92248,37.9,,"RQQO01",16,2732,"2019-12-20T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/788/735/GCF_009788735.1_ASM978873v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","ICDC-LM3073","SAMN10410881","PRJNA505124","GCA_009788765.1","Scaffold",2.9193,37.9,,"RQQM01",18,2730,"2019-12-20T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/788/765/GCF_009788765.1_ASM978876v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","ICDC-LM3074","SAMN10410882","PRJNA505124","GCA_009788775.1","Scaffold",2.9576,37.9,,"RQQN01",21,2770,"2019-12-20T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/788/775/GCF_009788775.1_ASM978877v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","ICDC-LM3083","SAMN10410891","PRJNA505124","GCA_009788575.1","Scaffold",2.92188,37.9,,"RQQW01",20,2739,"2019-12-20T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/788/575/GCF_009788575.1_ASM978857v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","ICDC-LM3082","SAMN10410890","PRJNA505124","GCA_009788585.1","Scaffold",2.92231,37.9,,"RQQV01",17,2735,"2019-12-20T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/788/585/GCF_009788585.1_ASM978858v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","692","SAMN14786571","PRJNA629756","GCA_013432305.1","Contig",2.92904,37.9,,"JABENR01",37,2703,"2020-07-21T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/432/305/GCA_013432305.1_ASM1343230v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/432/305/GCF_013432305.1_ASM1343230v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","253","SAMN14786542","PRJNA629756","GCA_013432915.1","Contig",3.00561,37.9,,"JABEOL01",41,2807,"2020-07-21T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/432/915/GCA_013432915.1_ASM1343291v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/432/915/GCF_013432915.1_ASM1343291v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","FSL F8-0114","SAMN02741459","PRJNA245909","GCA_000726005.1","Contig",3.00209,37.8,,"JOWE01",28,2943,"2014-07-15T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/726/005/GCA_000726005.1_ASM72600v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/726/005/GCF_000726005.1_ASM72600v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","513","SAMN14786553","PRJNA629756","GCA_013432675.1","Contig",2.96753,37.9,,"JABEOC01",24,2768,"2020-07-21T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/432/675/GCA_013432675.1_ASM1343267v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/432/675/GCF_013432675.1_ASM1343267v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","A144","SAMN05410802","PRJNA329415","GCA_001709885.1","Contig",3.07202,37.8,,"MDRO01",41,3041,"2016-08-24T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/709/885/GCF_001709885.1_ASM170988v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","CFSAN035189","SAMN03800292","PRJNA215355","GCA_003004035.1","Contig",2.99524,37.9,,"PVVO01",19,2902,"2018-03-15T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/004/035/GCF_003004035.1_ASM300403v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","BCW_4268","SAMN03357996","PRJNA203445","GCA_001826815.1","Contig",3.04481,37.8,,"MJPJ01",34,2997,"2016-09-29T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/826/815/GCF_001826815.1_ASM182681v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","SCPM-O-B-8702","SAMN14422984","PRJNA269675","GCA_011881795.1","Contig",2.99123,37.9,,"JAATTZ01",33,2827,"2020-04-01T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/881/795/GCA_011881795.1_ASM1188179v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/881/795/GCF_011881795.1_ASM1188179v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","LM-F-41","SAMN08801562","PRJNA374027","GCA_003190395.1","Contig",2.99146,37.8,,"QABN01",19,2917,"2018-06-05T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/190/395/GCF_003190395.1_ASM319039v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","174","SAMN14786538","PRJNA629756","GCA_013432975.1","Contig",3.10053,37.9,,"JABEON01",47,2920,"2020-07-21T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/432/975/GCA_013432975.1_ASM1343297v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/432/975/GCF_013432975.1_ASM1343297v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","N11-1584","SAMN09947878","PRJNA486730","GCA_003587345.1","Contig",3.043,37.8,,"QYIJ01",20,3014,"2018-09-21T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/587/345/GCF_003587345.1_ASM358734v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","CFSAN045939","SAMN04599987","PRJNA304956","GCA_002526725.1","Scaffold",2.99382,37.9,,"NXWD01",17,2955,"2017-10-04T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/526/725/GCF_002526725.1_ASM252672v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","BCW_4772","SAMN03358311","PRJNA203445","GCA_001827885.1","Scaffold",2.97844,37.9,,"MJRP01",18,2900,"2016-09-29T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/827/885/GCF_001827885.1_ASM182788v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","CFSAN044849","SAMN04417886","PRJNA304956","GCA_002523695.1","Scaffold",3.04716,37.9,,"NYBA01",22,3017,"2017-10-04T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/523/695/GCF_002523695.1_ASM252369v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","CFSAN044803","SAMN04417932","PRJNA304956","GCA_002524305.1","Scaffold",3.01111,37.8,,"NYCD01",23,2970,"2017-10-04T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/524/305/GCF_002524305.1_ASM252430v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","CFSAN045972","SAMN04600020","PRJNA304956","GCA_002526235.1","Scaffold",2.9919,37.9,,"NXUW01",22,2955,"2017-10-04T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/526/235/GCF_002526235.1_ASM252623v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","L1861","SAMN21418961","PRJNA762939","GCA_022684225.1","Contig",2.95232,37.8,,"JAJIXI01",28,2866,"2022-03-23T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/684/225/GCA_022684225.1_ASM2268422v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/684/225/GCF_022684225.1_ASM2268422v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","CFSAN045783","SAMN04599885","PRJNA304956","GCA_002528725.1","Scaffold",3.05284,37.9,,"NYAA01",25,3020,"2017-10-04T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/528/725/GCF_002528725.1_ASM252872v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","CFSAN045944","SAMN04599992","PRJNA304956","GCA_002526665.1","Scaffold",2.95584,37.9,,"NXVY01",18,2910,"2017-10-04T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/526/665/GCF_002526665.1_ASM252666v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","CDPHFDLB-F15M03698-26a","SAMN04338331","PRJNA215355","GCA_002488465.1","Contig",2.93698,37.8,,"NYOP01",25,2840,"2017-10-07T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/488/465/GCF_002488465.1_ASM248846v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","CFSAN045942","SAMN04599990","PRJNA304956","GCA_002526675.1","Scaffold",2.99306,37.9,,"NXWA01",22,2956,"2017-10-04T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/526/675/GCF_002526675.1_ASM252667v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","CFSAN044844","SAMN04417891","PRJNA304956","GCA_002523835.1","Scaffold",3.04594,37.9,,"NYBF01",23,3013,"2017-10-04T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/523/835/GCF_002523835.1_ASM252383v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","CFSAN026588","SAMN04414885","PRJNA215355","GCA_001583105.1","Contig",2.97694,37.8,,"LUEP01",224,2905,"2016-03-08T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/583/105/GCF_001583105.1_CFSAN026588_01.1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","CFSAN026589","SAMN04414886","PRJNA215355","GCA_001583125.1","Contig",2.94449,38.1,,"LUEO01",141,2871,"2016-03-08T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/583/125/GCF_001583125.1_CFSAN026589_02.1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","CFSAN045967","SAMN04600015","PRJNA304956","GCA_002526295.1","Scaffold",2.82426,37.9,,"NXVB01",19,2747,"2017-10-04T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/526/295/GCF_002526295.1_ASM252629v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","A146","SAMN05410769","PRJNA329415","GCA_001711195.1","Contig",2.99736,37.9,,"MDOW01",27,2913,"2016-08-24T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/711/195/GCF_001711195.1_ASM171119v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","CFSAN046005","SAMN04600053","PRJNA304956","GCA_002526015.1","Scaffold",2.93663,37.9,,"NXTP01",20,2900,"2017-10-04T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/526/015/GCF_002526015.1_ASM252601v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","L1095","SAMN18739476","PRJNA721800","GCA_022683835.1","Contig",2.95611,37.8,,"JAGSFU01",38,2903,"2022-03-23T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/683/835/GCA_022683835.1_ASM2268383v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/683/835/GCF_022683835.1_ASM2268383v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","LM-F-133","SAMN08801620","PRJNA374027","GCA_003187345.1","Scaffold",2.9116,37.9,,"QADT01",20,2785,"2018-06-05T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/187/345/GCF_003187345.1_ASM318734v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","2256","SAMN17767934","PRJNA699172","GCA_017696495.1","Contig",3.05601,37.8,,"JAFDMQ01",46,2945,"2021-04-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/696/495/GCA_017696495.1_ASM1769649v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/696/495/GCF_017696495.1_ASM1769649v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","LM09-00373","SAMEA3540883","PRJEB10783","GCA_001565455.1","Contig",3.05401,37.8,,"CYWS01",33,3021,"2016-01-29T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/565/455/GCF_001565455.1_LM09-00373_assembly"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","CFSAN049230","SAMN04958333","PRJNA304956","GCA_002444435.1","Scaffold",2.95065,37.8,,"NYIG01",24,2933,"2017-10-04T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/444/435/GCF_002444435.1_CFSAN049230"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","Lmo5414","SAMN13451524","PRJNA592908","GCA_009755345.1","Scaffold",3.00728,37.9,,"WQLF01",13,2829,"2019-12-14T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/755/345/GCF_009755345.1_ASM975534v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","L503","SAMN18739413","PRJNA721800","GCA_022683615.1","Contig",3.09043,37.8,,"JAGSFH01",42,3042,"2022-03-23T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/683/615/GCA_022683615.1_ASM2268361v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/683/615/GCF_022683615.1_ASM2268361v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","FRR B 2987","SAMN06472823","PRJNA377767","GCA_002114725.1","Contig",3.05681,37.8,,"NAUJ01",31,3019,"2017-04-28T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/114/725/GCF_002114725.1_ASM211472v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","CFSAN044853","SAMN04417882","PRJNA304956","GCA_002523665.1","Scaffold",3.01396,37.8,,"NYAX01",26,2988,"2017-10-04T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/523/665/GCF_002523665.1_ASM252366v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","CFSAN044737","SAMN04417998","PRJNA304956","GCA_002525485.1","Contig",2.86602,37.8,,"NYEL01",20,2817,"2017-10-04T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/525/485/GCF_002525485.1_ASM252548v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","CFSAN045969","SAMN04600017","PRJNA304956","GCA_002526265.1","Scaffold",2.79376,37.9,,"NXUZ01",16,2721,"2017-10-04T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/526/265/GCF_002526265.1_ASM252626v1"
"Listeria monocytogenes","Bacteria;Terrabacteria group;Firmicutes","ICDC_LM1534","SAMN08934499","PRJNA447903","GCA_008754085.1","Contig",2.91118,37.9,,"QDAX01",21,2824,"2019-09-30T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/754/085/GCF_008754085.1_ASM875408v1"
